name of city heb,city eng,street heb,,
????                ,,?? 227,,
????                ,,?? 327,,
????                ,,?? 427,,
????                ,,?? 627,,
????                ,,?? 237,,
????                ,,?? 108,,
????                ,,?? 208,,
????                ,,?? 308,,
????                ,,?? 408,,
????                ,,?? 508,,
????                ,,?? 608,,
????                ,,?? 708,,
????                ,,?? 118,,
????                ,,?? 218,,
????                ,,?? 318,,
????                ,,?? 418,,
????                ,,?? 518,,
????                ,,?? 618,,
????                ,,?? 128,,
????                ,,?? 228,,
????                ,,?? 328,,
????                ,,?? 428,,
????                ,,?? 628,,
????                ,,?? 238,,
????                ,,?? 109,,
????                ,,?? 209,,
????                ,,?? 309,,
????                ,,?? 409,,
????                ,,?? 509,,
????                ,,?? 609,,
????                ,,?? 709,,
????                ,,?? 119,,
????                ,,?? 319,,
????                ,,?? 419,,
????                ,,?? 519,,
????                ,,?? 619,,
????                ,,?? 129,,
????                ,,?? 229,,
????                ,,?? 329,,
????                ,,?? 429,,
????                ,,?? 239,,
,,,,
????                ,YAFIT                    ,????,,
,,,,
????                ,YIF'AT                   ,??? ????? ??????,,
????                ,,??? ????,,
????                ,,??? ????,,
????                ,,??? ????? ?????????,,
????                ,,??????,,
????                ,,?????,,
????                ,,????,,
????                ,,????,,
????                ,,????,,
????                ,,?????,,
????                ,,???????,,
????                ,,????????,,
????                ,,????,,
????                ,,?????-???,,
????                ,,????,,
????                ,,???? ?????,,
????                ,,???? ????,,
????                ,,????? ???????,,
,,,,
????                ,YIFTAH                   ,??? ????? ??????,,
????                ,,????,,
,,,,
????                ,YIZHAR                   ,????,,
,,,,
????                ,YAZIZ                    ,?????,,
????                ,,????,,
????                ,,????,,
????                ,,??????,,
????                ,,?????,,
????                ,,????,,
????                ,,????,,
????                ,,?? ????,,
????                ,,?? ?????,,
,,,,
????                ,YAQUM                    ,????,,
,,,,
????                ,YAQIR                    ,??? ????,,
????                ,,??????,,
????                ,,????,,
????                ,,?????,,
????                ,,????,,
????                ,,?????,,
????                ,,??????,,
????                ,,????,,
????                ,,??????,,
????                ,,?????,,
????                ,,????,,
????                ,,????,,
????                ,,???? ???,,
????                ,,???? ????,,
????                ,,????? ?????,,
????                ,,????? ?????,,
????                ,,??? ?????,,
????                ,,??? ????,,
????                ,,??? ????,,
????                ,,??? ?????,,
????                ,,??? ???,,
????                ,,??? ???,,
????                ,,??? ????,,
????                ,,??? ????,,
????                ,,?? ???????,,
,,,,
????? (?????)       ,YOQNE'AM(MOSHAVA)        ,????,,
????? (?????)       ,,???? ?????,,
????? (?????)       ,,??? ????,,
????? (?????)       ,,?????,,
????? (?????)       ,,????,,
????? (?????)       ,,?????,,
????? (?????)       ,,??? ???,,
????? (?????)       ,,????? (?????),,
????? (?????)       ,,???? ?????,,
????? (?????)       ,,???? ?????,,
????? (?????)       ,,???? ?????,,
????? (?????)       ,,???? ??????,,
????? (?????)       ,,??? ??????,,
????? (?????)       ,,??? ???,,
????? (?????)       ,,???? ???????,,
????? (?????)       ,,???? ????,,
????? (?????)       ,,?? ????????,,
,,,,
????? ?????         ,YOQNE'AM ILLIT           ,?????,,
????? ?????         ,,?????,,
????? ?????         ,,???? ??????,,
????? ?????         ,,?????,,
????? ?????         ,,????,,
????? ?????         ,,????? ????,,
????? ?????         ,,????,,
????? ?????         ,,???,,
????? ?????         ,,????,,
????? ?????         ,,????,,
????? ?????         ,,???? ???????,,
????? ?????         ,,???? ????,,
????? ?????         ,,???? ??????,,
????? ?????         ,,????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,??? ?????,,
????? ?????         ,,?????,,
????? ?????         ,,??,,
????? ?????         ,,???,,
????? ?????         ,,??? ????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,???????,,
????? ?????         ,,?????,,
????? ?????         ,,???????,,
????? ?????         ,,????????,,
????? ?????         ,,????,,
????? ?????         ,,???????,,
????? ?????         ,,?????????,,
????? ?????         ,,??????,,
????? ?????         ,,????,,
????? ?????         ,,??????,,
????? ?????         ,,??????,,
????? ?????         ,,???????,,
????? ?????         ,,????,,
????? ?????         ,,???????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,????,,
????? ?????         ,,???????,,
????? ?????         ,,???,,
????? ?????         ,,????????,,
????? ?????         ,,??????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,????,,
????? ?????         ,,??????,,
????? ?????         ,,??????,,
????? ?????         ,,?????,,
????? ?????         ,,??????,,
????? ?????         ,,??????,,
????? ?????         ,,????????,,
????? ?????         ,,???????,,
????? ?????         ,,?????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,??????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,???????,,
????? ?????         ,,????????,,
????? ?????         ,,???????,,
????? ?????         ,,??????,,
????? ?????         ,,?????,,
????? ?????         ,,?????,,
????? ?????         ,,????,,
????? ?????         ,,??????,,
????? ?????         ,,??????,,
????? ?????         ,,????????,,
????? ?????         ,,??????,,
????? ?????         ,,??????,,
????? ?????         ,,??????,,
????? ?????         ,,?????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,?????,,
????? ?????         ,,?????,,
????? ?????         ,,????,,
????? ?????         ,,??????,,
????? ?????         ,,??????,,
????? ?????         ,,??? ??????,,
????? ?????         ,,????? ??,,
????? ?????         ,,?????,,
????? ?????         ,,?????,,
????? ?????         ,,??? ????,,
????? ?????         ,,??? ???,,
????? ?????         ,,????? ?????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,???? ?????,,
????? ?????         ,,??????,,
????? ?????         ,,????,,
????? ?????         ,,????,,
????? ?????         ,,?????,,
????? ?????         ,,???? ?????,,
????? ?????         ,,??????,,
????? ?????         ,,????,,
????? ?????         ,,??? ?????,,
????? ?????         ,,??? ??????,,
????? ?????         ,,??? ??????,,
????? ?????         ,,??? ????,,
????? ?????         ,,?????,,
????? ?????         ,,??????,,
????? ?????         ,,????,,
????? ?????         ,,??? ?????,,
????? ?????         ,,"???? ????? ??""?",,
????? ?????         ,,???????,,
????? ?????         ,,?????,,
????? ?????         ,,???? ?????,,
????? ?????         ,,????,,
????? ?????         ,,??? ?????,,
????? ?????         ,,? ?????,,
????? ?????         ,,? ??? ?????,,
????? ?????         ,,? ??? ????,,
????? ?????         ,,? ?????,,
????? ?????         ,,? ????',,
????? ?????         ,,?? ???? ????,,
????? ?????         ,,????? ?????,,
????? ?????         ,,??????,,
????? ?????         ,,?????,,
????? ?????         ,,?? ???? ?????,,
????? ?????         ,,?? ?????? ?????,,
????? ?????         ,,?? ????,,
????? ?????         ,,?? ??? ????,,
????? ?????         ,,???? ? ????,,
????? ?????         ,,???? ? ????,,
????? ?????         ,,????,,
,,,,
?????               ,YIR'ON                   ,??? ????? ??????,,
?????               ,,?????,,
,,,,
?????               ,YARDENA                  ,?????,,
,,,,
?????               ,YEROHAM                  ,??? ?????,,
?????               ,,??? ????,,
?????               ,,???-?????,,
?????               ,,?????,,
?????               ,,?????,,
?????               ,,???? ????,,
?????               ,,???? ?????? ?????,,
?????               ,,???? ?????? ????,,
?????               ,,???? ?????? ????,,
?????               ,,??-?????,,
?????               ,,????? ?????,,
?????               ,,???????,,
?????               ,,??? ????,,
?????               ,,????,,
?????               ,,???,,
?????               ,,????,,
?????               ,,????????? ???,,
?????               ,,??? ???,,
?????               ,,?? ????,,
?????               ,,??-????,,
?????               ,,??-???,,
?????               ,,??? ????,,
?????               ,,??????,,
?????               ,,?? ?????,,
?????               ,,??-?????,,
?????               ,,??????,,
?????               ,,??????,,
?????               ,,??,,
?????               ,,??????? ???,,
?????               ,,????? ????,,
?????               ,,????,,
?????               ,,??? ?????,,
?????               ,,??????,,
?????               ,,??????,,
?????               ,,???? ?????,,
?????               ,,????,,
?????               ,,??,,
?????               ,,?????,,
?????               ,,"????""????",,
?????               ,,????,,
?????               ,,????,,
?????               ,,?????,,
?????               ,,??????,,
?????               ,,??????,,
?????               ,,????????,,
?????               ,,?? ????,,
?????               ,,?????,,
?????               ,,????????,,
?????               ,,?????,,
?????               ,,???????,,
?????               ,,???????,,
?????               ,,??????? ????,,
?????               ,,????,,
?????               ,,"????""?",,
?????               ,,?????,,
?????               ,,????,,
?????               ,,??? ??????,,
?????               ,,??? ???,,
?????               ,,"????""?",,
